Año,Trimestre,Provincia,Accesos por cada 100 hogares
2016,3,Tucumán,37.89736341023836
2016,2,Buenos Aires,59.33852679105808
2016,2,Capital Federal,120.0395350482531
2016,2,Catamarca,26.07418805974065
2016,2,Chaco,28.5935505552226
2016,2,Chubut,36.12438565556337
2016,2,Córdoba,57.54798052828644
2016,2,Corrientes,30.58016204661656
2016,2,Entre Ríos,44.73887454518738
2016,2,Formosa,19.370070664564
2016,2,Jujuy,21.88828104357668
2016,2,La Pampa,60.43686025737927
2016,2,La Rioja,16.87890261111152
2016,2,Mendoza,32.12597179442594
2016,2,Misiones,29.23951282302198
2016,2,Neuquén,59.09828553366204
2016,2,Río Negro,46.24011307812744
2016,2,Salta,32.08172602508202
2016,2,San Juan,27.34078151409113
2016,2,San Luis,9.603733851602321
2016,2,Santa Cruz,26.7289117253198
2016,2,Santa Fe,52.43647725937112
2016,2,Santiago Del Estero,15.88892504730612
2016,2,Tierra Del Fuego,67.71824288255286
2016,2,Tucumán,37.23568289338424
2016,1,Buenos Aires,57.33590782254113
2016,1,Capital Federal,115.1600588888482
2016,1,Catamarca,25.91021798119054
2016,1,Chaco,28.07514644775236
2016,1,Chubut,36.0927055378499
2016,1,Córdoba,55.28309278374022
2016,1,Corrientes,30.08078500413306
2016,1,Entre Ríos,43.84596814466226
2016,1,Formosa,19.04187836943494
2016,1,Jujuy,21.41001128856396
2016,1,La Pampa,57.84086865504526
2016,1,La Rioja,16.83351837249417
2016,1,Mendoza,32.12333888801278
2016,1,Misiones,28.36765259095629
2016,1,Neuquén,55.75393700425406
2016,1,Río Negro,45.83512638708331
2016,1,Salta,31.31554597115323
2016,1,San Juan,27.33079411000431
2016,1,San Luis,9.586346282770212
2016,1,Santa Cruz,26.86586252144999
2016,1,Santa Fe,51.27734085407622
2016,1,Santiago Del Estero,16.20574920682195
2016,1,Tierra Del Fuego,65.83304163135006
2016,1,Tucumán,36.72477136636591
2015,4,Buenos Aires,58.29182182733718
2015,4,Capital Federal,118.1303632115381
2015,4,Catamarca,26.23945178859185
2015,4,Chaco,28.35056623514143
2015,4,Chubut,36.89017827786587
2015,4,Córdoba,57.36488176607921
2015,4,Corrientes,30.33643144533882
2015,4,Entre Ríos,44.10854807300098
2015,4,Formosa,19.06549151678632
2015,4,Jujuy,21.47147379391073
2015,4,La Pampa,58.75633720012275
2015,4,La Rioja,17.31577864841065
2015,4,Mendoza,32.48895249500142
2015,4,Misiones,28.68665889154237
2015,4,Neuquén,58.2893377687955
2015,4,Río Negro,46.43948111494307
2015,4,Salta,31.59349264807187
2015,4,San Juan,27.6648539357743
2015,4,San Luis,9.705768984506312
2015,4,Santa Cruz,27.74476906647967
2015,4,Santa Fe,52.60808978585806
2015,4,Santiago Del Estero,17.00497803803607
2015,4,Tierra Del Fuego,66.46220433623792
2015,4,Tucumán,37.06217328329588
2015,3,Buenos Aires,57.68868105608009
2015,3,Capital Federal,118.2892111643196
2015,3,Catamarca,25.86378118463762
2015,3,Chaco,27.96307279347941
2015,3,Chubut,36.81180991463324
2015,3,Córdoba,57.08340378951846
2015,3,Corrientes,30.16741240901903
2015,3,Entre Ríos,43.67718163526334
2015,3,Formosa,18.83675177378525
2015,3,Jujuy,21.2703333470887
2015,3,La Pampa,57.96395975091518
2015,3,La Rioja,17.15112944203254
2015,3,Mendoza,32.49199583186653
2015,3,Misiones,28.30634509343689
2015,3,Neuquén,54.59931489671118
2015,3,Río Negro,46.38918665674515
2015,3,Salta,31.17594521285843
2015,3,San Juan,27.66538565566005
2015,3,San Luis,9.70650326873876
2015,3,Santa Cruz,27.60606098342944
2015,3,Santa Fe,52.14595474084349
2015,3,Santiago Del Estero,17.11882253135319
2015,3,Tierra Del Fuego,74.85845784033849
2015,3,Tucumán,36.61035952774264
2015,2,Buenos Aires,56.80280561439208
2015,2,Capital Federal,116.0662709186037
2015,2,Catamarca,25.45341804469818
2015,2,Chaco,27.46453938839946
2015,2,Chubut,36.58246720458481
2015,2,Córdoba,55.86916350781819
2015,2,Corrientes,29.58401266810849
2015,2,Entre Ríos,42.93197901645878
2015,2,Formosa,18.36026720527858
2015,2,Jujuy,20.28721907759494
2015,2,La Pampa,56.70766522530004
2015,2,La Rioja,16.88319098196382
2015,2,Mendoza,32.49199583186653
2015,2,Misiones,27.34768244882168
2015,2,Neuquén,53.11733659323144
2015,2,Río Negro,45.97612013432327
2015,2,Salta,30.46112384270092
2015,2,San Juan,27.64305342045848
2015,2,San Luis,9.707971837203658
2015,2,Santa Cruz,27.07224502744823
2015,2,Santa Fe,51.17653890867876
2015,2,Santiago Del Estero,17.11056663298286
2015,2,Tierra Del Fuego,74.50787431664719
2015,2,Tucumán,35.68770560918727
2015,1,Buenos Aires,56.37048433026737
2015,1,Capital Federal,114.8969971489029
2015,1,Catamarca,25.10946633078758
2015,1,Chaco,26.64959122030555
2015,1,Chubut,37.61278068590791
2015,1,Córdoba,54.69734650188214
2015,1,Corrientes,28.95019128190928
2015,1,Entre Ríos,42.06519337351208
2015,1,Formosa,18.12270367397183
2015,1,Jujuy,19.68971363262363
2015,1,La Pampa,55.50803232733774
2015,1,La Rioja,16.70320178741384
2015,1,Mendoza,32.36588756051825
2015,1,Misiones,26.30560410519064
2015,1,Neuquén,51.95443673810251
2015,1,Río Negro,45.32694907202778
2015,1,Salta,30.00978823344275
2015,1,San Juan,27.55319275976645
2015,1,San Luis,9.716048963760594
2015,1,Santa Cruz,27.99486394349448
2015,1,Santa Fe,50.24449475931921
2015,1,Santiago Del Estero,17.0558169911586
2015,1,Tierra Del Fuego,74.23495170010268
2015,1,Tucumán,35.07860688538978
2014,4,Buenos Aires,56.09433653019754
2014,4,Capital Federal,114.8967655080162
2014,4,Catamarca,25.513779082748
2014,4,Chaco,21.87078320023224
2014,4,Chubut,40.24927468450274
2014,4,Córdoba,54.69689679332299
2014,4,Corrientes,23.56243099277512
2014,4,Entre Ríos,36.0254708519679
2014,4,Formosa,17.95631136169521
2014,4,Jujuy,19.59941818052116
2014,4,La Pampa,51.27313345222858
2014,4,La Rioja,17.01075088723615
2014,4,Mendoza,32.63838187615034
2014,4,Misiones,24.16243060558831
2014,4,Neuquén,52.55498969724957
2014,4,Río Negro,45.47806275120403
2014,4,Salta,29.53486161957798
2014,4,San Juan,28.03714571456067
2014,4,San Luis,9.786393366351197
2014,4,Santa Cruz,27.80267896965234
2014,4,Santa Fe,49.99962302348271
2014,4,Santiago Del Estero,17.26920158364512
2014,4,Tierra Del Fuego,66.13781947338316
2014,4,Tucumán,35.32087516932818
2014,3,Buenos Aires,56.75473916407103
2014,3,Capital Federal,113.8005123324155
2014,3,Catamarca,24.70612130532762
2014,3,Chaco,21.11266670526243
2014,3,Chubut,40.59867094427454
2014,3,Córdoba,54.23361028299935
2014,3,Corrientes,22.78753503515243
2014,3,Entre Ríos,34.98164733371298
2014,3,Formosa,17.77131483146826
2014,3,Jujuy,18.36853421557037
2014,3,La Pampa,55.78120173850417
2014,3,La Rioja,16.50671327406722
2014,3,Mendoza,32.31317956165569
2014,3,Misiones,23.56735695434553
2014,3,Neuquén,56.39541102706976
2014,3,Río Negro,46.19618715783015
2014,3,Salta,29.2226843537979
2014,3,San Juan,27.85424447810275
2014,3,San Luis,9.711210759672754
2014,3,Santa Cruz,28.23194290427498
2014,3,Santa Fe,49.19588444557267
2014,3,Santiago Del Estero,16.49220390830193
2014,3,Tierra Del Fuego,65.68610204476191
2014,3,Tucumán,33.94375582221807
2014,2,Buenos Aires,55.06141695143392
2014,2,Capital Federal,113.1433524754098
2014,2,Catamarca,24.7031188600584
2014,2,Chaco,20.95799636749445
2014,2,Chubut,41.41020981991258
2014,2,Córdoba,53.448126115626
2014,2,Corrientes,22.57561300324359
2014,2,Entre Ríos,34.68743237145976
2014,2,Formosa,17.54041175485166
2014,2,Jujuy,18.70606099941357
2014,2,La Pampa,49.70759616034458
2014,2,La Rioja,16.50256481634566
2014,2,Mendoza,32.09823815024119
2014,2,Misiones,23.36774760129984
2014,2,Neuquén,50.84274905844866
2014,2,Río Negro,45.33491032014632
2014,2,Salta,28.91459400086288
2014,2,San Juan,27.78269781795891
2014,2,San Luis,9.717910199871824
2014,2,Santa Cruz,29.37700715305427
2014,2,Santa Fe,48.39035138670138
2014,2,Santiago Del Estero,16.69556734735444
2014,2,Tierra Del Fuego,64.35604517159936
2014,2,Tucumán,33.94452688568229
2014,1,Buenos Aires,54.57007287943976
2014,1,Capital Federal,112.2541227892691
2014,1,Catamarca,24.25175125458555
2014,1,Chaco,20.71853886384081
2014,1,Chubut,41.23521807972435
2014,1,Córdoba,52.51784754400632
2014,1,Corrientes,22.31671671383888
2014,1,Entre Ríos,34.36712182125017
2014,1,Formosa,17.41845107936871
2014,1,Jujuy,18.41535244687765
2014,1,La Pampa,48.42532103828204
2014,1,La Rioja,16.29410481583753
2014,1,Mendoza,31.91312298660578
2014,1,Misiones,23.13653864847733
2014,1,Neuquén,49.79160519138556
2014,1,Río Negro,44.91395713178851
2014,1,Salta,28.69955950963068
2014,1,San Juan,27.59549302299609
2014,1,San Luis,9.347207842190002
2014,1,Santa Cruz,28.93909306357778
2014,1,Santa Fe,47.84766256547095
2014,1,Santiago Del Estero,16.3099235039676
2014,1,Tierra Del Fuego,63.96592557415374
2014,1,Tucumán,33.4209747934719
