Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,5 Mbps","0,512 Mbps","0,75 Mbps",1 Mbps,"1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,1 Mbps","10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,35 Mbps,36 Mbps,40 Mbps,41 Mbps,45 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,59 Mbps,60 Mbps,61 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,80 Mbps,85 Mbps,90 Mbps,95 Mbps,98 Mbps,100 Mbps,"100,1 Mbps","100,25 Mbps",105 Mbps,110 Mbps,120 Mbps,122 Mbps,125 Mbps,130 Mbps,140 Mbps,150 Mbps,155 Mbps,160 Mbps,164 Mbps,165 Mbps,180 Mbps,200 Mbps,205 Mbps,212 Mbps,220 Mbps,225 Mbps,240 Mbps,246 Mbps,250 Mbps,256 Mbps,275 Mbps,300 Mbps,320 Mbps,325 Mbps,330 Mbps,350 Mbps,400 Mbps,450 Mbps,480 Mbps,500 Mbps,512 Mbps,520 Mbps,540 Mbps,600 Mbps,680 Mbps,700 Mbps,800 Mbps,850 Mbps,900 Mbps,999 Mbps,1000 Mbps,1024 Mbps,4000 Mbps,10000 Mbps
BUENOS AIRES,San Andrés de Giles,Villa Espil,6728060,318.6145631067961,2.944444444444445,42.97819314641745,2.100952380952381,39.58802816901409,66.64220183486239,132.5333333333333,101.4283604135894,18,156.5,104.0,3,334.4837837837838,141.3720930232558,83,112.2197916666667,234.5731254639941,5,142.1295336787565,53,297.0714285714286,82.54901960784314,425.5693641618497,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,243.4663023679417,227.2777777777778,2,75.44444444444444,258.0949248120301,1,1,1,10,688.6111111111111,430.1797235023042,311,13,1,1,1350.990553306343,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,2099.958005249344,402,9,2.5,64,59,381.3481481481481,26,30.33333333333333,1,371.65,32.78974358974359,424.3666666666667,16,2012.8,1,30,3581.173354735152,1,16,7,1,261.0666666666667,34,2.5,1,1,2471.568093385214,28,243.2,1,1,463,301.8493150684931,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,5058.258426966292,13.5,2,115,73.5,235.6153846153846,1,2.5,670.061320754717,110.5,40,89,191.6477987421384,5,1,153.5,1,110,3.352941176470588,609.6833333333333,1,1,5
BUENOS AIRES,San Andrés de Giles,Villa Ruiz,6728070,318.6145631067961,2.944444444444445,42.97819314641745,2.100952380952381,39.58802816901409,66.64220183486239,132.5333333333333,101.4283604135894,18,156.5,86.0,3,334.4837837837838,141.3720930232558,83,112.2197916666667,20.0,5,142.1295336787565,53,297.0714285714286,82.54901960784314,29.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,243.4663023679417,227.2777777777778,2,75.44444444444444,258.0949248120301,1,1,1,10,688.6111111111111,91.0,311,13,1,1,1350.990553306343,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,2099.958005249344,402,9,2.5,64,59,381.3481481481481,26,30.33333333333333,1,371.65,32.78974358974359,424.3666666666667,16,2012.8,1,30,3581.173354735152,1,16,7,1,261.0666666666667,34,2.5,1,1,2471.568093385214,28,243.2,1,1,463,301.8493150684931,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,5058.258426966292,13.5,2,115,73.5,235.6153846153846,1,2.5,670.061320754717,110.5,40,89,191.6477987421384,5,1,153.5,1,110,3.352941176470588,609.6833333333333,1,1,5
BUENOS AIRES,San Antonio de Areco,Duggan,6735010,318.6145631067961,2.944444444444445,42.97819314641745,2.100952380952381,39.58802816901409,66.64220183486239,132.5333333333333,101.4283604135894,18,156.5,278.0,3,334.4837837837838,141.3720930232558,83,112.2197916666667,234.5731254639941,5,142.1295336787565,53,297.0714285714286,82.54901960784314,182.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,24.0,227.2777777777778,2,75.44444444444444,25.0,1,1,1,10,688.6111111111111,430.1797235023042,311,13,1,1,1350.990553306343,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,2099.958005249344,402,9,2.5,64,59,381.3481481481481,26,30.33333333333333,1,371.65,32.78974358974359,424.3666666666667,16,2012.8,1,30,3581.173354735152,1,16,7,1,261.0666666666667,34,2.5,1,1,2471.568093385214,28,243.2,1,1,463,301.8493150684931,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,5058.258426966292,13.5,2,115,73.5,235.6153846153846,1,2.5,670.061320754717,110.5,40,89,191.6477987421384,5,1,153.5,1,110,3.352941176470588,609.6833333333333,1,1,5
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,318.6145631067961,2.944444444444445,1.0,2.100952380952381,10.0,66.64220183486239,132.5333333333333,101.4283604135894,18,156.5,2223.0,3,252.0,141.3720930232558,83,112.2197916666667,234.5731254639941,5,142.1295336787565,53,361.0,82.54901960784314,3.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,572.0,227.2777777777778,2,75.44444444444444,9.0,1,1,1,10,688.6111111111111,430.1797235023042,311,13,1,1,3.0,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,217.0,402,9,2.5,64,59,381.3481481481481,26,30.33333333333333,1,371.65,32.78974358974359,424.3666666666667,16,2012.8,1,30,3045.0,1,16,7,1,261.0666666666667,34,2.5,1,1,2471.568093385214,28,243.2,1,1,463,301.8493150684931,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,1793.0,13.5,2,115,73.5,235.6153846153846,1,2.5,128.0,110.5,40,89,191.6477987421384,5,1,153.5,1,110,3.352941176470588,7.0,1,1,5
BUENOS AIRES,San Antonio de Areco,Villa Lía,6735030,318.6145631067961,2.944444444444445,42.97819314641745,2.100952380952381,39.58802816901409,37.0,132.5333333333333,43.0,18,156.5,132.0,3,334.4837837837838,141.3720930232558,83,112.2197916666667,9.0,5,142.1295336787565,53,297.0714285714286,82.54901960784314,199.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,243.4663023679417,227.2777777777778,2,75.44444444444444,105.0,1,1,1,10,688.6111111111111,430.1797235023042,311,13,1,1,1350.990553306343,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,58.0,402,9,2.5,64,59,381.3481481481481,26,30.33333333333333,1,371.65,32.78974358974359,424.3666666666667,16,2012.8,1,30,3581.173354735152,1,16,7,1,261.0666666666667,34,2.5,1,1,2471.568093385214,28,243.2,1,1,463,301.8493150684931,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,5058.258426966292,13.5,2,115,73.5,235.6153846153846,1,2.5,670.061320754717,110.5,40,89,191.6477987421384,5,1,153.5,1,110,3.352941176470588,609.6833333333333,1,1,5
BUENOS AIRES,San Cayetano,Balneario San Cayetano,6742010,318.6145631067961,2.944444444444445,42.97819314641745,2.100952380952381,39.58802816901409,66.64220183486239,132.5333333333333,101.4283604135894,18,156.5,1.0,3,334.4837837837838,141.3720930232558,83,112.2197916666667,234.5731254639941,5,142.1295336787565,53,297.0714285714286,82.54901960784314,425.5693641618497,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,243.4663023679417,227.2777777777778,2,75.44444444444444,258.0949248120301,1,1,1,10,688.6111111111111,430.1797235023042,311,13,1,1,1350.990553306343,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,2099.958005249344,402,9,2.5,64,59,381.3481481481481,26,30.33333333333333,1,371.65,32.78974358974359,424.3666666666667,16,2012.8,1,30,3581.173354735152,1,16,7,1,261.0666666666667,34,2.5,1,1,2471.568093385214,28,243.2,1,1,463,301.8493150684931,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,5058.258426966292,13.5,2,115,73.5,235.6153846153846,1,2.5,670.061320754717,110.5,40,89,191.6477987421384,5,1,153.5,1,110,3.352941176470588,609.6833333333333,1,1,5
BUENOS AIRES,San Cayetano,Ochandío,6742020,318.6145631067961,2.944444444444445,42.97819314641745,2.100952380952381,39.58802816901409,66.64220183486239,132.5333333333333,101.4283604135894,18,156.5,14.0,3,334.4837837837838,1.0,83,112.2197916666667,234.5731254639941,5,142.1295336787565,53,297.0714285714286,82.54901960784314,425.5693641618497,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,243.4663023679417,227.2777777777778,2,75.44444444444444,258.0949248120301,1,1,1,10,688.6111111111111,430.1797235023042,311,13,1,1,1350.990553306343,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,2099.958005249344,402,9,2.5,64,59,381.3481481481481,26,30.33333333333333,1,371.65,32.78974358974359,424.3666666666667,16,2012.8,1,30,3581.173354735152,1,16,7,1,261.0666666666667,34,2.5,1,1,2471.568093385214,28,243.2,1,1,463,301.8493150684931,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,5058.258426966292,13.5,2,115,73.5,235.6153846153846,1,2.5,670.061320754717,110.5,40,89,191.6477987421384,5,1,153.5,1,110,3.352941176470588,609.6833333333333,1,1,5
BUENOS AIRES,San Cayetano,San Cayetano,6742030,318.6145631067961,2.944444444444445,42.97819314641745,2.100952380952381,39.58802816901409,66.64220183486239,132.5333333333333,130.0,18,156.5,517.0,3,334.4837837837838,141.3720930232558,83,330.0,1.0,5,142.1295336787565,53,262.0,82.54901960784314,978.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,94.0,227.2777777777778,2,75.44444444444444,258.0949248120301,1,1,1,10,688.6111111111111,430.1797235023042,311,13,1,1,24.0,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,3.0,402,9,2.5,64,59,381.3481481481481,26,30.33333333333333,1,371.65,32.78974358974359,424.3666666666667,16,2012.8,1,30,3581.173354735152,1,16,7,1,261.0666666666667,34,2.5,1,1,2471.568093385214,28,243.2,1,1,463,301.8493150684931,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,5058.258426966292,13.5,2,115,73.5,235.6153846153846,1,2.5,670.061320754717,110.5,40,89,191.6477987421384,5,1,153.5,1,110,3.352941176470588,609.6833333333333,1,1,5
BUENOS AIRES,San Fernando,San Fernando,6749010,5.0,2.0,42.97819314641745,2.100952380952381,2.0,19.0,132.5333333333333,1.0,18,156.5,26.0,3,7.0,37.0,83,8.0,58.0,5,142.1295336787565,53,47.0,82.54901960784314,164.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,8.0,227.2777777777778,2,75.44444444444444,16.0,1,1,1,10,688.6111111111111,8.0,311,13,1,1,4154.0,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,3704.0,402,9,2.5,64,59,144.0,26,30.33333333333333,1,371.65,7.0,424.3666666666667,16,2012.8,1,30,7281.0,1,16,7,1,261.0666666666667,34,2.5,1,1,1661.0,28,243.2,1,1,463,82.0,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,7267.0,13.5,2,115,73.5,235.6153846153846,1,2.5,994.0,110.5,40,89,152.0,5,1,153.5,1,110,3.352941176470588,668.0,1,1,5
BUENOS AIRES,San Fernando,Victoria,6749010,3.0,2.944444444444445,4.0,2.100952380952381,1.0,16.0,132.5333333333333,2.0,18,156.5,19.0,3,3.0,141.3720930232558,83,5.0,15.0,5,142.1295336787565,53,1.0,82.54901960784314,76.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,5.0,227.2777777777778,2,75.44444444444444,8.0,1,1,1,10,688.6111111111111,430.1797235023042,311,13,1,1,18.0,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,1757.0,402,9,2.5,64,59,66.0,26,30.33333333333333,1,371.65,4.0,424.3666666666667,16,2012.8,1,30,6484.0,1,16,7,1,261.0666666666667,34,2.5,1,1,741.0,28,243.2,1,1,463,24.0,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,5905.0,13.5,2,115,73.5,235.6153846153846,1,2.5,900.0,110.5,40,89,84.0,5,1,153.5,1,110,3.352941176470588,440.0,1,1,5
BUENOS AIRES,San Fernando,Virreyes,6749010,318.6145631067961,2.944444444444445,42.97819314641745,2.100952380952381,1.0,3.0,132.5333333333333,101.4283604135894,18,156.5,5.0,3,334.4837837837838,141.3720930232558,83,3.0,5.0,5,142.1295336787565,53,2.0,82.54901960784314,71.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,243.4663023679417,227.2777777777778,2,75.44444444444444,3.0,1,1,1,10,688.6111111111111,430.1797235023042,311,13,1,1,1.0,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,2572.0,402,9,2.5,64,59,117.0,26,30.33333333333333,1,371.65,3.0,424.3666666666667,16,2012.8,1,30,3088.0,1,16,7,1,261.0666666666667,34,2.5,1,1,1195.0,28,243.2,1,1,463,38.0,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,3280.0,13.5,2,115,73.5,235.6153846153846,1,2.5,459.0,110.5,40,89,121.0,5,1,153.5,1,110,3.352941176470588,432.0,1,1,5
BUENOS AIRES,San Isidro,Acassuso,6756010,318.6145631067961,1.0,42.97819314641745,1.0,39.58802816901409,10.0,132.5333333333333,101.4283604135894,18,156.5,4.0,3,3.0,141.3720930232558,83,2.0,4.0,5,142.1295336787565,53,3.0,82.54901960784314,29.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,1.0,227.2777777777778,2,75.44444444444444,7.0,1,1,1,10,688.6111111111111,430.1797235023042,311,13,1,1,7.0,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,418.0,402,9,2.5,64,59,9.0,26,30.33333333333333,1,371.65,32.78974358974359,424.3666666666667,16,2012.8,1,30,2114.0,1,16,7,1,261.0666666666667,34,2.5,1,1,266.0,28,243.2,1,1,463,5.0,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,2247.0,13.5,2,115,73.5,235.6153846153846,1,2.5,495.0,110.5,40,89,34.0,5,1,153.5,1,110,3.352941176470588,274.0,1,1,5
BUENOS AIRES,San Isidro,Beccar,6756010,1.0,2.944444444444445,42.97819314641745,2.100952380952381,1.0,18.0,132.5333333333333,3.0,18,156.5,110.0,3,4.0,141.3720930232558,83,8.0,171.0,5,142.1295336787565,53,6.0,82.54901960784314,126.0,18,53,5.37037037037037,74.0,15,23.71428571428572,7.962962962962963,10.0,227.2777777777778,2,75.44444444444444,51.0,1,1,1,10,688.6111111111111,14.0,311,13,1,1,27.0,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,1264.0,402,9,2.5,64,59,133.0,26,30.33333333333333,1,371.65,3.0,424.3666666666667,16,2012.8,1,30,5520.0,1,16,7,1,261.0666666666667,34,2.5,1,1,1358.0,28,243.2,1,1,463,23.0,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,6606.0,13.5,2,115,73.5,235.6153846153846,1,2.5,1200.0,110.5,40,89,82.0,5,1,153.5,1,110,3.352941176470588,767.0,1,1,5
BUENOS AIRES,San Isidro,Boulogne Sur Mer,6756010,8.0,2.944444444444445,6.0,2.100952380952381,39.58802816901409,10.0,132.5333333333333,2.0,18,156.5,31.0,3,15.0,141.3720930232558,83,12.0,30.0,5,142.1295336787565,53,18.0,82.54901960784314,201.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,5.0,227.2777777777778,2,75.44444444444444,22.0,1,1,1,10,688.6111111111111,3.0,311,13,1,1,621.0,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,2394.0,402,9,2.5,64,59,221.0,26,30.33333333333333,1,371.65,2.0,424.3666666666667,16,2012.8,1,30,6139.0,1,16,7,1,261.0666666666667,34,2.5,1,1,2186.0,28,243.2,1,1,463,40.0,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,7463.0,13.5,2,115,73.5,235.6153846153846,1,2.5,1336.0,110.5,40,89,159.0,5,1,153.5,1,110,3.352941176470588,1146.0,1,1,5
BUENOS AIRES,San Isidro,Martínez,6756010,16.0,2.944444444444445,5.0,1.0,2.0,60.0,132.5333333333333,4.0,18,156.5,28.0,3,35.0,141.3720930232558,83,11.0,22.0,5,142.1295336787565,53,51.0,82.54901960784314,224.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,34.0,227.2777777777778,2,75.44444444444444,51.0,1,1,1,10,688.6111111111111,1.0,311,13,1,1,1534.0,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,2633.0,402,9,2.5,64,59,90.0,26,30.33333333333333,1,371.65,5.0,424.3666666666667,16,2012.8,1,30,9447.0,1,16,7,1,261.0666666666667,34,2.5,1,1,1273.0,28,243.2,1,1,463,17.0,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,10371.0,13.5,2,115,73.5,235.6153846153846,1,2.5,1877.0,110.5,40,89,161.0,5,1,153.5,1,110,3.352941176470588,1093.0,1,1,5
BUENOS AIRES,San Isidro,San Isidro,6756010,20.0,1.0,3.0,2.100952380952381,1.0,31.0,132.5333333333333,2.0,18,156.5,28.0,3,17.0,141.3720930232558,83,12.0,17.0,5,142.1295336787565,53,21.0,82.54901960784314,159.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,8.0,227.2777777777778,2,75.44444444444444,45.0,1,1,1,10,688.6111111111111,1.0,311,13,1,1,51.0,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,1505.0,402,9,2.5,64,59,75.0,26,30.33333333333333,1,371.65,8.0,424.3666666666667,16,2012.8,1,30,8264.0,1,16,7,1,261.0666666666667,34,2.5,1,1,1093.0,28,243.2,1,1,463,12.0,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,9067.0,13.5,2,115,73.5,235.6153846153846,1,2.5,1500.0,110.5,40,89,72.0,5,1,153.5,1,110,3.352941176470588,960.0,1,1,5
BUENOS AIRES,San Isidro,Villa Adelina,6756010,3.0,2.944444444444445,42.97819314641745,2.100952380952381,1.0,6.0,132.5333333333333,101.4283604135894,18,156.5,9.0,3,8.0,141.3720930232558,83,3.0,6.0,5,142.1295336787565,53,10.0,82.54901960784314,98.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,1.0,227.2777777777778,2,75.44444444444444,23.0,1,1,1,10,688.6111111111111,1.0,311,13,1,1,9.0,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,1863.0,402,9,2.5,64,59,90.0,26,30.33333333333333,1,371.65,6.0,424.3666666666667,16,2012.8,1,30,3968.0,1,16,7,1,261.0666666666667,34,2.5,1,1,1032.0,28,243.2,1,1,463,3.0,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,4001.0,13.5,2,115,73.5,235.6153846153846,1,2.5,593.0,110.5,40,89,109.0,5,1,153.5,1,110,3.352941176470588,418.0,1,1,5
BUENOS AIRES,San Miguel,Bella Vista,6760010,16.0,2.944444444444445,3.0,1.0,16.0,8.0,132.5333333333333,8.0,18,156.5,46.0,3,49.0,141.3720930232558,83,4.0,1015.0,5,142.1295336787565,53,22.0,82.54901960784314,153.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,9.0,227.2777777777778,2,75.44444444444444,1.0,1,1,1,10,688.6111111111111,8.0,311,13,1,1,7929.0,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,222.0,402,9,2.5,64,59,381.3481481481481,26,30.33333333333333,1,371.65,32.78974358974359,424.3666666666667,16,2012.8,1,30,1367.0,1,16,7,1,261.0666666666667,34,2.5,1,1,2471.568093385214,28,243.2,1,1,463,301.8493150684931,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,1968.0,13.5,2,115,73.5,235.6153846153846,1,2.5,237.0,110.5,40,89,191.6477987421384,5,1,153.5,1,110,3.352941176470588,60.0,1,1,5
BUENOS AIRES,San Miguel,Campo De Mayo,6760010,318.6145631067961,2.944444444444445,1.0,2.100952380952381,39.58802816901409,66.64220183486239,132.5333333333333,101.4283604135894,18,156.5,142.751582278481,3,334.4837837837838,141.3720930232558,83,112.2197916666667,234.5731254639941,5,142.1295336787565,53,297.0714285714286,82.54901960784314,425.5693641618497,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,243.4663023679417,227.2777777777778,2,75.44444444444444,258.0949248120301,1,1,1,10,688.6111111111111,430.1797235023042,311,13,1,1,1350.990553306343,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,2099.958005249344,402,9,2.5,64,59,381.3481481481481,26,30.33333333333333,1,371.65,32.78974358974359,424.3666666666667,16,2012.8,1,30,3581.173354735152,1,16,7,1,261.0666666666667,34,2.5,1,1,2471.568093385214,28,243.2,1,1,463,301.8493150684931,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,5058.258426966292,13.5,2,115,73.5,235.6153846153846,1,2.5,670.061320754717,110.5,40,89,191.6477987421384,5,1,153.5,1,110,3.352941176470588,609.6833333333333,1,1,5
BUENOS AIRES,San Miguel,Muñiz,6760010,318.6145631067961,2.944444444444445,42.97819314641745,2.100952380952381,2.0,2.0,132.5333333333333,101.4283604135894,18,156.5,142.751582278481,3,68.0,141.3720930232558,83,112.2197916666667,234.5731254639941,5,142.1295336787565,53,137.0,82.54901960784314,2.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,49.0,227.2777777777778,2,75.44444444444444,258.0949248120301,1,1,1,10,688.6111111111111,35.0,311,13,1,1,1828.0,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,103.0,402,9,2.5,64,59,381.3481481481481,26,30.33333333333333,1,371.65,32.78974358974359,424.3666666666667,16,2012.8,1,30,1354.0,1,16,7,1,261.0666666666667,34,2.5,1,1,2471.568093385214,28,243.2,1,1,463,301.8493150684931,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,1925.0,13.5,2,115,73.5,235.6153846153846,1,2.5,239.0,110.5,40,89,191.6477987421384,5,1,153.5,1,110,3.352941176470588,47.0,1,1,5
BUENOS AIRES,San Miguel,San Miguel,6760010,352.0,2.944444444444445,7.0,2.0,44.0,13.0,132.5333333333333,1570.0,18,156.5,740.0,3,160.0,141.3720930232558,83,254.0,3359.0,5,142.1295336787565,53,85.0,82.54901960784314,11210.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,188.0,227.2777777777778,2,75.44444444444444,45499.0,1,1,1,10,688.6111111111111,430.1797235023042,311,13,1,1,20059.0,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,3205.0,402,9,2.5,64,59,3.0,26,30.33333333333333,1,371.65,32.78974358974359,424.3666666666667,16,2012.8,1,30,3559.0,1,16,7,1,261.0666666666667,34,2.5,1,1,19.0,28,243.2,1,1,463,301.8493150684931,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,3805.0,13.5,2,115,73.5,235.6153846153846,1,2.5,498.0,110.5,40,89,191.6477987421384,5,1,153.5,1,110,3.352941176470588,118.0,1,1,5
BUENOS AIRES,San Nicolás,Conesa,6763010,318.6145631067961,2.944444444444445,42.97819314641745,1.0,39.58802816901409,536.0,132.5333333333333,101.4283604135894,18,156.5,142.751582278481,3,334.4837837837838,141.3720930232558,83,134.0,234.5731254639941,5,142.1295336787565,53,297.0714285714286,82.54901960784314,49.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,243.4663023679417,227.2777777777778,2,75.44444444444444,258.0949248120301,1,1,1,10,688.6111111111111,430.1797235023042,311,13,1,1,1350.990553306343,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,1402.0,402,9,2.5,64,59,381.3481481481481,26,30.33333333333333,1,371.65,32.78974358974359,424.3666666666667,16,2012.8,1,30,3581.173354735152,1,16,7,1,261.0666666666667,34,2.5,1,1,2471.568093385214,28,243.2,1,1,463,301.8493150684931,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,5058.258426966292,13.5,2,115,73.5,235.6153846153846,1,2.5,670.061320754717,110.5,40,89,191.6477987421384,5,1,153.5,1,110,3.352941176470588,609.6833333333333,1,1,5
BUENOS AIRES,San Nicolás,Erézcano,6763020,318.6145631067961,2.944444444444445,42.97819314641745,2.100952380952381,39.58802816901409,108.0,132.5333333333333,101.4283604135894,18,156.5,142.751582278481,3,334.4837837837838,141.3720930232558,83,112.2197916666667,234.5731254639941,5,142.1295336787565,53,297.0714285714286,82.54901960784314,425.5693641618497,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,243.4663023679417,227.2777777777778,2,75.44444444444444,258.0949248120301,1,1,1,10,688.6111111111111,430.1797235023042,311,13,1,1,1350.990553306343,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,2099.958005249344,402,9,2.5,64,59,381.3481481481481,26,30.33333333333333,1,371.65,32.78974358974359,424.3666666666667,16,2012.8,1,30,3581.173354735152,1,16,7,1,261.0666666666667,34,2.5,1,1,2471.568093385214,28,243.2,1,1,463,301.8493150684931,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,5058.258426966292,13.5,2,115,73.5,235.6153846153846,1,2.5,670.061320754717,110.5,40,89,191.6477987421384,5,1,153.5,1,110,3.352941176470588,609.6833333333333,1,1,5
BUENOS AIRES,San Nicolás,General Rojo,6763030,318.6145631067961,2.944444444444445,42.97819314641745,2.100952380952381,39.58802816901409,66.64220183486239,132.5333333333333,101.4283604135894,18,156.5,142.751582278481,3,334.4837837837838,141.3720930232558,83,112.2197916666667,234.5731254639941,5,142.1295336787565,53,297.0714285714286,82.54901960784314,599.0,18,53,5.37037037037037,410.5463576158941,15,23.71428571428572,7.962962962962963,243.4663023679417,227.2777777777778,2,75.44444444444444,258.0949248120301,1,1,1,10,688.6111111111111,430.1797235023042,311,13,1,1,1350.990553306343,322.2,16,88.8,12.5,166.9736842105263,5,14.5,212.25,1,2099.958005249344,402,9,2.5,64,59,381.3481481481481,26,30.33333333333333,1,371.65,32.78974358974359,424.3666666666667,16,2012.8,1,30,3581.173354735152,1,16,7,1,261.0666666666667,34,2.5,1,1,2471.568093385214,28,243.2,1,1,463,301.8493150684931,3,1,1,1,243.1666666666667,41,190.7222222222222,5,1,5058.258426966292,13.5,2,115,73.5,235.6153846153846,1,2.5,670.061320754717,110.5,40,89,191.6477987421384,5,1,153.5,1,110,3.352941176470588,609.6833333333333,1,1,5
